ProjectNumber,SampleNumber,ContinentalRiverBasinCode,RiverBasinCode,RiverSubBasinCode,StationTypeCode,StationNumber,Station,LatitudeDecimalDegrees,LongitudeDecimalDegrees,SampleMatrixCode,SampleTypeCode,CollectionCode,QCSampleFlag,SampleComment,SampleDatetime,97251 DEPTH OF SAMPLING FROM SURFACE m,1593 ALKALINITY PHENOLPHTHALEIN CACO3 mg/L,1592 ALKALINITY TOTAL CACO3 mg/L,103927 ALUMINUM DISSOLVED ug/L,103999 ALUMINUM TOTAL RECOVERABLE ug/L,2006 AMMONIA DISSOLVED mg/L,2007 AMMONIA TOTAL mg/L,103951 ANTIMONY DISSOLVED ug/L,80043 ANTIMONY TOTAL RECOVERABLE ug/L,103928 ARSENIC DISSOLVED ug/L,80020 ARSENIC TOTAL RECOVERABLE ug/L,103930 BARIUM DISSOLVED ug/L,80022 BARIUM TOTAL RECOVERABLE ug/L,103931 BERYLLIUM DISSOLVED ug/L,80023 BERYLLIUM TOTAL RECOVERABLE ug/L,1594 BICARBONATE (CALCD.) mg/L,103932 BISMUTH DISSOLVED ug/L,80024 BISMUTH TOTAL RECOVERABLE ug/L,103929 BORON DISSOLVED ug/L,80021 BORON TOTAL RECOVERABLE ug/L,103934 CADMIUM DISSOLVED ug/L,80026 CADMIUM TOTAL RECOVERABLE ug/L,103933 CALCIUM DISSOLVED mg/L,20111 CALCIUM DISSOLVED/FILTERED mg/L,80025 CALCIUM TOTAL RECOVERABLE mg/L,104311 CARBON DISSOLVED INORGANIC (DIC) mg/L,6154 CARBON DISSOLVED INORGANIC (DIC) mg/L,6107 CARBON DISSOLVED ORGANIC mg/L,22214 CARBON TOTAL ORGANIC (TOC) mg/L,1595 CARBONATE (CALCD.) mg/L,2003 CHLORIDE DISSOLVED mg/L,99212 CHLOROPHYLL A mg/m3,103937 CHROMIUM DISSOLVED ug/L,80029 CHROMIUM TOTAL RECOVERABLE ug/L,97320 CLOUD COVER %,103936 COBALT DISSOLVED ug/L,80028 COBALT TOTAL RECOVERABLE ug/L,106257 COLOUR (VISUAL) AT SITE N/A,103938 COPPER DISSOLVED ug/L,80030 COPPER TOTAL RECOVERABLE ug/L,107206 EUPHOTIC DEPTH m,106258 FOAM (VISUAL) AT SITE N/A,10602 HARDNESS TOTAL CACO3 (CALCD.) mg/L,5155 HYDROGEN-2 (DEUTERIUM) IN WATER o/oo VSMOW,1596 HYDROXIDE (CALCD.) mg/L,"106266 ICE THICKNESS, ESTIMATE m",60209 IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.) %,102090 IRON DISSOLVED mg/L,103939 IRON DISSOLVED ug/L,80031 IRON TOTAL RECOVERABLE ug/L,103949 LEAD DISSOLVED ug/L,80041 LEAD TOTAL RECOVERABLE ug/L,103942 LITHIUM DISSOLVED ug/L,80034 LITHIUM TOTAL RECOVERABLE ug/L,12111 MAGNESIUM DISSOLVED/FILTERED mg/L,102089 MANGANESE DISSOLVED mg/L,103944 MANGANESE DISSOLVED ug/L,80036 MANGANESE TOTAL RECOVERABLE ug/L,109749 MERCURY DISSOLVED ng/L,109748 MERCURY TOTAL ng/L,107108 MICROCYSTIN TOTAL ug/L,103945 MOLYBDENUM DISSOLVED ug/L,80037 MOLYBDENUM TOTAL RECOVERABLE ug/L,103947 NICKEL DISSOLVED ug/L,80039 NICKEL TOTAL RECOVERABLE ug/L,2008 NITROGEN DISSOLVED KJELDAHL (DKN) mg/L,102647 NITROGEN NITRATE mg/L,102648 NITROGEN NITRITE mg/L,102649 NITROGEN NO3 & NO2 mg/L,7602 NITROGEN TOTAL (CALCD.) mg/L,2009 NITROGEN TOTAL KJELDAHL (TKN) mg/L,106260 ODOUR APPARENT IN SAMPLE N/A,80558 OXYGEN DISSOLVED (FIELD METER) mg/L,5154 OXYGEN-18 IN WATER o/oo VSMOW,100923 PH (FIELD) pH units,10301 PH (LAB) pH units,2014 PHOSPHATE DISSOLVED ORTHO mg/L,2013 PHOSPHORUS TOTAL (P) mg/L,2010 PHOSPHORUS TOTAL DISSOLVED mg/L,101163 PHOTOSYNTHETICALLY ACTIVE RADIATION umol/s/m2,19111 POTASSIUM DISSOLVED/FILTERED mg/L,900038 REASON FOR MISSING SAMPLE N/A,2031 REDOX POTENTIAL mV,2005 RESIDUE NONFILTERABLE mg/L,48429 RHENIUM DISSOLVED ug/L,48411 RHENIUM TOTAL RECOVERABLE ug/L,2078 SECCHI DISK TRANSPARENCY m,103952 SELENIUM DISSOLVED ug/L,80044 SELENIUM TOTAL RECOVERABLE ug/L,14106 SILICA REACTIVE mg/L,103953 SILICON DISSOLVED mg/L,80045 SILICON TOTAL RECOVERABLE mg/L,103926 SILVER DISSOLVED ug/L,103998 SILVER TOTAL RECOVERABLE ug/L,"106267 SNOW DEPTH ON ICE, ESTIMATE m",11111 SODIUM DISSOLVED/FILTERED mg/L,100924 SPECIFIC CONDUCTANCE (FIELD) uS/cm,2041 SPECIFIC CONDUCTANCE (LAB) uS/cm,103955 STRONTIUM DISSOLVED ug/L,80047 STRONTIUM TOTAL RECOVERABLE ug/L,1599 SULPHATE DISSOLVED mg/L,125 SUM OF ANIONS meq/L,120 SUM OF CATIONS meq/L,97060 TEMPERATURE AIR deg C,100925 TEMPERATURE WATER deg C,103958 THALLIUM DISSOLVED ug/L,80053 THALLIUM TOTAL RECOVERABLE ug/L,103956 THORIUM DISSOLVED ug/L,80048 THORIUM TOTAL RECOVERABLE ug/L,103954 TIN DISSOLVED ug/L,80046 TIN TOTAL RECOVERABLE ug/L,103957 TITANIUM DISSOLVED ug/L,80049 TITANIUM TOTAL RECOVERABLE ug/L,201 TOTAL DISSOLVED SOLIDS (CALCD.) mg/L,97001 TOTAL WATER DEPTH m,106259 TURBIDITY (VISUAL) AT SITE N/A,103959 URANIUM DISSOLVED ug/L,80054 URANIUM TOTAL RECOVERABLE ug/L,103960 VANADIUM DISSOLVED ug/L,80055 VANADIUM TOTAL RECOVERABLE ug/L,103961 ZINC DISSOLVED ug/L,80056 ZINC TOTAL RECOVERABLE ug/L
ABS265,21SWE08745,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,06/02/2021 10:45:06,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1502.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABS265,21SWE08746,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,06/02/2021 10:46:21,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.36,,8.35,,,,,1224.4,,,181.2,,,,,,,,,,,,,,417.3,,,,,,,,18.69,,,,,,,,,,,,,,,,,
ABS265,21SWE08747,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,06/02/2021 10:47:36,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.08,,8.29,,,,,939,,,180.6,,,,,,,,,,,,,,417.3,,,,,,,,17.8,,,,,,,,,,,,,,,,,
ABS265,21SWE08760,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,17,N,bottom grab @ 7m,06/02/2021 10:50:00,7,1.7,190,,,0.47,0.42,,,,,,,,,230,,,,,,,,35,,44,,22,22,2,8,,,,,,,,,,,,150,,L1,,5.1,L0.06,,,,,,,14,0.013,,,,,,,,,,2.2,0.1,0.011,0.11,2.3,2.2,,3.13,,7.55,8.38,0.065,0.092,0.084,,15,,189.8,1.7,,,,,,6.9,,,,,,34,420.4,440,,,14,4.3,4.8,,13.86,,,,,,,,,240,,,,,,,,
ABS265,21SWE08749,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,06/02/2021 10:50:15,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.37,,8.35,,,,,415.5,,,177.5,,,,,,,,,,,,,,413.4,,,,,,,,17.46,,,,,,,,,,,,,,,,,
ABS265,21SWE08750,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,06/02/2021 10:51:49,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,,8.21,,,,,329.4,,,179,,,,,,,,,,,,,,416.2,,,,,,,,17.26,,,,,,,,,,,,,,,,,
ABS265,21SWE08751,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,06/02/2021 10:52:51,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.41,,8.17,,,,,210,,,179.5,,,,,,,,,,,,,,416.4,,,,,,,,16.88,,,,,,,,,,,,,,,,,
ABS265,21SWE08752,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,06/02/2021 10:53:44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.28,,8.15,,,,,160.3,,,179.7,,,,,,,,,,,,,,416.4,,,,,,,,16.57,,,,,,,,,,,,,,,,,
ABS265,21SWE08753,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,06/02/2021 10:54:46,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.06,,8.13,,,,,97,,,179.9,,,,,,,,,,,,,,416.4,,,,,,,,16.33,,,,,,,,,,,,,,,,,
ABS265,21SWE08754,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,06/02/2021 10:56:00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.71,,8.08,,,,,75.5,,,180.7,,,,,,,,,,,,,,416.5,,,,,,,,16,,,,,,,,,,,,,,,,,
ABS265,21SWE08755,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,06/02/2021 10:57:41,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.38,,8.04,,,,,50.1,,,181.3,,,,,,,,,,,,,,416.7,,,,,,,,15.56,,,,,,,,,,,,,,,,,
ABS265,21SWE08756,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,06/02/2021 10:59:34,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,7.94,,,,,36.3,,,182.9,,,,,,,,,,,,,,417.4,,,,,,,,15.1,,,,,,,,,,,,,,,,,
ABS265,21SWE08757,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,06/02/2021 11:01:06,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75,,7.75,,,,,27.3,,,186.2,,,,,,,,,,,,,,418.8,,,,,,,,14.49,,,,,,,,,,,,,,,,,
ABS265,21SWE08758,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,06/02/2021 11:02:54,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.19,,7.71,,,,,19.8,,,187.1,,,,,,,,,,,,,,419.2,,,,,,,,14.23,,,,,,,,,,,,,,,,,
ABS265,21SWE08759,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,06/02/2021 11:03:54,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71,,7.67,,,,,13.3,,,187.6,,,,,,,,,,,,,,419.2,,,,,,,,14.2,,,,,,,,,,,,,,,,,
ABS265,21SWE08761,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,06/02/2021 11:08:33,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37,,7.48,,,,,,,,190.4,,,,,,,,,,,,,,421,,,,,,,,13.63,,,,,,,,,,,,,,,,,
ABS265,21SWE08762,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,06/02/2021 11:10:27,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27,,7.4,,,,,,,,190.6,,,,,,,,,,,,,,421,,,,,,,,13.63,,,,,,,,,,,,,,,,,
ABS265,21SWE08770,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,17,N,top grab @ 1m,07/08/2021 11:15:00,1,14,200,,,0.018,0.024,,,,,,,,,210,,,,,,,,32,,42,,22,21,16,8,16.4,,,,,,,,,,,130,-99.8,L1,,0.59,L0.06,,,,,,,13,L0.004,,,,,0.56,,,,,1.8,L0.003,L0.003,L0.0042,1.9,1.9,,9.55,-9.29,8.86,8.89,0.064,0.13,0.093,397,14,,147.4,4.1,,,,,,3.3,,,,,,34,476.1,420,,,14,4.5,4.5,,23.26,,,,,,,,,240,,,,,,,,
ABS265,21SWE08768,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,07/08/2021 11:47:56,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.47,,8.85,,,,,1246.2,,,160.9,,,,,,,,,,,,,,476.4,,,,,,,,23.64,,,,,,,,,,,,,,,,,
ABS265,21SWE08771,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,07/08/2021 11:47:56,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.51,,8.87,,,,,232.2,,,146.5,,,,,,,,,,,,,,478.1,,,,,,,,22.4,,,,,,,,,,,,,,,,,
ABS265,21SWE08774,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,07/08/2021 11:47:56,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.74,,8.82,,,,,35.2,,,147.3,,,,,,,,,,,,,,476,,,,,,,,22.07,,,,,,,,,,,,,,,,,
ABS265,21SWE08769,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,07/08/2021 11:50:45,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.55,,8.86,,,,,735.9,,,151.4,,,,,,,,,,,,,,475,,,,,,,,23.32,,,,,,,,,,,,,,,,,
ABS265,21SWE08772,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,07/08/2021 11:50:45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.34,,8.86,,,,,137.6,,,145.4,,,,,,,,,,,,,,476.1,,,,,,,,22.36,,,,,,,,,,,,,,,,,
ABS265,21SWE08775,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,07/08/2021 11:50:45,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.18,,8.82,,,,,18.5,,,145.6,,,,,,,,,,,,,,476.5,,,,,,,,22.15,,,,,,,,,,,,,,,,,
ABS265,21SWE08767,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,07/08/2021 11:54:30,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABS265,21SWE08773,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,07/08/2021 11:54:30,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.81,,8.85,,,,,74.9,,,145.3,,,,,,,,,,,,,,475.4,,,,,,,,22.25,,,,,,,,,,,,,,,,,
ABS265,21SWE08776,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,07/08/2021 11:54:30,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,8.74,,,,,10.6,,,144.9,,,,,,,,,,,,,,477.5,,,,,,,,21.93,,,,,,,,,,,,,,,,,
ABS265,21SWE08777,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,07/08/2021 11:58:23,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.15,,8.65,,,,,,,,144.7,,,,,,,,,,,,,,478.4,,,,,,,,21.74,,,,,,,,,,,,,,,,,
ABS265,21SWE08778,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,07/08/2021 12:00:51,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,8.55,,,,,,,,151,,,,,,,,,,,,,,481.2,,,,,,,,21.31,,,,,,,,,,,,,,,,,
ABS265,21SWE08779,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,07/08/2021 12:01:16,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77,,8.16,,,,,,,,152.8,,,,,,,,,,,,,,485.1,,,,,,,,20.86,,,,,,,,,,,,,,,,,
ABS265,21SWE08780,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,07/08/2021 12:03:30,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,,7.95,,,,,,,,160.5,,,,,,,,,,,,,,487.9,,,,,,,,19.24,,,,,,,,,,,,,,,,,
ABS265,21SWE08783,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,07/08/2021 12:03:30,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,7.31,,,,,,,,,,,,,,,,,,,,,,503,,,,,,,,17.2,,,,,,,,,,,,,,,,,
ABS265,21SWE08781,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,07/08/2021 12:04:12,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,7.54,,,,,,,,129,,,,,,,,,,,,,,490.7,,,,,,,,18.74,,,,,,,,,,,,,,,,,
ABS265,21SWE08782,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,07/08/2021 12:05:48,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,7.52,,,,,,,,-159.2,,,,,,,,,,,,,,493.7,,,,,,,,17.83,,,,,,,,,,,,,,,,,
ABS265,21SWE08789,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,17,N,top grab @ 1m,08/09/2021 10:50:00,1,16,200,,9.5,0.025,0.045,,0.04,,1.11,,61,,0.003,210,,0.004,,65.6,,L0.01,,31,28.3,40,,22,25,20,8.1,170,,L0.1,,,0.08,,,0.23,,,130,-98.5,L1,,0.9,L0.06,,11.4,,0.022,,18.9,13,L0.004,,104,,0.64,2.98,,0.12,,1.38,1.8,0.0081,L0.003,0.0082,2.6,2.6,,10.11,-9.09,8.95,8.84,0.056,0.17,0.085,31.4,15,,151.1,17,,0.006,,,0.3,6.4,,,,0.002,,36,417.9,410,,193,13,4.5,4.6,,20.61,,L0.002,,0.017,,L0.06,,1.21,240,,,,0.079,,0.24,,4.3
ABS265,21SWE08787,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,08/09/2021 11:07:56,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.98,,9.06,,,,,934.4,,,161,,,,,,,,,,,,,,415.6,,,,,,,,20.99,,,,,,,,,,,,,,,,,
ABS265,21SWE08788,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,08/09/2021 11:09:10,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.34,,9.02,,,,,175.6,,,152.3,,,,,,,,,,,,,,416.8,,,,,,,,20.78,,,,,,,,,,,,,,,,,
ABS265,21SWE08786,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,08/09/2021 11:11:16,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1047.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABS265,21SWE08790,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,08/09/2021 11:12:41,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.13,,8.9,,,,,7.2,,,151.6,,,,,,,,,,,,,,419.4,,,,,,,,20.45,,,,,,,,,,,,,,,,,
ABS265,21SWE08791,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,08/09/2021 11:14:14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.44,,8.86,,,,,,,,152.6,,,,,,,,,,,,,,419.9,,,,,,,,20.34,,,,,,,,,,,,,,,,,
ABS265,21SWE08792,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,08/09/2021 11:15:24,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.27,,8.86,,,,,,,,153,,,,,,,,,,,,,,419.9,,,,,,,,20.31,,,,,,,,,,,,,,,,,
ABS265,21SWE08793,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,08/09/2021 11:16:52,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,,8.86,,,,,,,,153.5,,,,,,,,,,,,,,419.6,,,,,,,,20.31,,,,,,,,,,,,,,,,,
ABS265,21SWE08794,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,08/09/2021 11:17:57,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.34,,8.86,,,,,,,,154,,,,,,,,,,,,,,419.6,,,,,,,,20.31,,,,,,,,,,,,,,,,,
ABS265,21SWE08795,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,08/09/2021 11:20:40,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.34,,8.86,,,,,,,,154.8,,,,,,,,,,,,,,419.7,,,,,,,,20.31,,,,,,,,,,,,,,,,,
ABS265,21SWE08796,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,08/09/2021 11:22:19,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.37,,8.87,,,,,,,,155.2,,,,,,,,,,,,,,419.6,,,,,,,,20.3,,,,,,,,,,,,,,,,,
