ProjectNumber,SampleNumber,ContinentalRiverBasinCode,RiverBasinCode,RiverSubBasinCode,StationTypeCode,StationNumber,Station,LatitudeDecimalDegrees,LongitudeDecimalDegrees,SampleMatrixCode,SampleTypeCode,CollectionCode,QCSampleFlag,SampleComment,SampleDatetime,97251 DEPTH OF SAMPLING FROM SURFACE m,1593 ALKALINITY PHENOLPHTHALEIN CACO3 mg/L,1592 ALKALINITY TOTAL CACO3 mg/L,103927 ALUMINUM DISSOLVED ug/L,103999 ALUMINUM TOTAL RECOVERABLE ug/L,2006 AMMONIA DISSOLVED mg/L,2007 AMMONIA TOTAL mg/L,103951 ANTIMONY DISSOLVED ug/L,80043 ANTIMONY TOTAL RECOVERABLE ug/L,103928 ARSENIC DISSOLVED ug/L,80020 ARSENIC TOTAL RECOVERABLE ug/L,103930 BARIUM DISSOLVED ug/L,80022 BARIUM TOTAL RECOVERABLE ug/L,103931 BERYLLIUM DISSOLVED ug/L,80023 BERYLLIUM TOTAL RECOVERABLE ug/L,1594 BICARBONATE (CALCD.) mg/L,103932 BISMUTH DISSOLVED ug/L,80024 BISMUTH TOTAL RECOVERABLE ug/L,103929 BORON DISSOLVED ug/L,80021 BORON TOTAL RECOVERABLE ug/L,103934 CADMIUM DISSOLVED ug/L,80026 CADMIUM TOTAL RECOVERABLE ug/L,103933 CALCIUM DISSOLVED mg/L,20111 CALCIUM DISSOLVED/FILTERED mg/L,80025 CALCIUM TOTAL RECOVERABLE mg/L,104311 CARBON DISSOLVED INORGANIC (DIC) mg/L,6154 CARBON DISSOLVED INORGANIC (DIC) mg/L,6107 CARBON DISSOLVED ORGANIC mg/L,22214 CARBON TOTAL ORGANIC (TOC) mg/L,1595 CARBONATE (CALCD.) mg/L,2003 CHLORIDE DISSOLVED mg/L,99212 CHLOROPHYLL A mg/m3,103937 CHROMIUM DISSOLVED ug/L,80029 CHROMIUM TOTAL RECOVERABLE ug/L,97320 CLOUD COVER %,103936 COBALT DISSOLVED ug/L,80028 COBALT TOTAL RECOVERABLE ug/L,106257 COLOUR (VISUAL) AT SITE N/A,103938 COPPER DISSOLVED ug/L,80030 COPPER TOTAL RECOVERABLE ug/L,107206 EUPHOTIC DEPTH m,106258 FOAM (VISUAL) AT SITE N/A,10602 HARDNESS TOTAL CACO3 (CALCD.) mg/L,5155 HYDROGEN-2 (DEUTERIUM) IN WATER o/oo VSMOW,1596 HYDROXIDE (CALCD.) mg/L,"106266 ICE THICKNESS, ESTIMATE m",60209 IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.) %,102090 IRON DISSOLVED mg/L,103939 IRON DISSOLVED ug/L,80031 IRON TOTAL RECOVERABLE ug/L,103949 LEAD DISSOLVED ug/L,80041 LEAD TOTAL RECOVERABLE ug/L,103942 LITHIUM DISSOLVED ug/L,80034 LITHIUM TOTAL RECOVERABLE ug/L,12111 MAGNESIUM DISSOLVED/FILTERED mg/L,102089 MANGANESE DISSOLVED mg/L,103944 MANGANESE DISSOLVED ug/L,80036 MANGANESE TOTAL RECOVERABLE ug/L,109749 MERCURY DISSOLVED ng/L,109748 MERCURY TOTAL ng/L,107108 MICROCYSTIN TOTAL ug/L,103945 MOLYBDENUM DISSOLVED ug/L,80037 MOLYBDENUM TOTAL RECOVERABLE ug/L,103947 NICKEL DISSOLVED ug/L,80039 NICKEL TOTAL RECOVERABLE ug/L,2008 NITROGEN DISSOLVED KJELDAHL (DKN) mg/L,102647 NITROGEN NITRATE mg/L,102648 NITROGEN NITRITE mg/L,102649 NITROGEN NO3 & NO2 mg/L,7602 NITROGEN TOTAL (CALCD.) mg/L,2009 NITROGEN TOTAL KJELDAHL (TKN) mg/L,106260 ODOUR APPARENT IN SAMPLE N/A,80558 OXYGEN DISSOLVED (FIELD METER) mg/L,5154 OXYGEN-18 IN WATER o/oo VSMOW,100923 PH (FIELD) pH units,10301 PH (LAB) pH units,2014 PHOSPHATE DISSOLVED ORTHO mg/L,2013 PHOSPHORUS TOTAL (P) mg/L,2010 PHOSPHORUS TOTAL DISSOLVED mg/L,101163 PHOTOSYNTHETICALLY ACTIVE RADIATION umol/s/m2,19111 POTASSIUM DISSOLVED/FILTERED mg/L,900038 REASON FOR MISSING SAMPLE N/A,2031 REDOX POTENTIAL mV,2005 RESIDUE NONFILTERABLE mg/L,48429 RHENIUM DISSOLVED ug/L,48411 RHENIUM TOTAL RECOVERABLE ug/L,2078 SECCHI DISK TRANSPARENCY m,103952 SELENIUM DISSOLVED ug/L,80044 SELENIUM TOTAL RECOVERABLE ug/L,14106 SILICA REACTIVE mg/L,103953 SILICON DISSOLVED mg/L,80045 SILICON TOTAL RECOVERABLE mg/L,103926 SILVER DISSOLVED ug/L,103998 SILVER TOTAL RECOVERABLE ug/L,"106267 SNOW DEPTH ON ICE, ESTIMATE m",11111 SODIUM DISSOLVED/FILTERED mg/L,100924 SPECIFIC CONDUCTANCE (FIELD) uS/cm,2041 SPECIFIC CONDUCTANCE (LAB) uS/cm,103955 STRONTIUM DISSOLVED ug/L,80047 STRONTIUM TOTAL RECOVERABLE ug/L,1599 SULPHATE DISSOLVED mg/L,125 SUM OF ANIONS meq/L,120 SUM OF CATIONS meq/L,97060 TEMPERATURE AIR deg C,100925 TEMPERATURE WATER deg C,103958 THALLIUM DISSOLVED ug/L,80053 THALLIUM TOTAL RECOVERABLE ug/L,103956 THORIUM DISSOLVED ug/L,80048 THORIUM TOTAL RECOVERABLE ug/L,103954 TIN DISSOLVED ug/L,80046 TIN TOTAL RECOVERABLE ug/L,103957 TITANIUM DISSOLVED ug/L,80049 TITANIUM TOTAL RECOVERABLE ug/L,201 TOTAL DISSOLVED SOLIDS (CALCD.) mg/L,97001 TOTAL WATER DEPTH m,106259 TURBIDITY (VISUAL) AT SITE N/A,103959 URANIUM DISSOLVED ug/L,80054 URANIUM TOTAL RECOVERABLE ug/L,103960 VANADIUM DISSOLVED ug/L,80055 VANADIUM TOTAL RECOVERABLE ug/L,103961 ZINC DISSOLVED ug/L,80056 ZINC TOTAL RECOVERABLE ug/L
ABS020,21SWE03310,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,08/12/2021 08:32:00,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,7.45,,,,,,,,443,,,,,,,,,,,,,,418.1,,,,,,,,10.21,,,,,,,,,,,,,,,,,
ABS020,21SWE03311,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,08/12/2021 08:33:00,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,7.4,,,,,,,,409,,,,,,,,,,,,,,422.1,,,,,,,,9.64,,,,,,,,,,,,,,,,,
ABS020,21SWE03312,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,08/12/2021 08:34:00,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,7.35,,,,,,,,123,,,,,,,,,,,,,,430,,,,,,,,8.87,,,,,,,,,,,,,,,,,
ABS020,21SWE03313,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,08/12/2021 08:35:00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,7.29,,,,,,,,49,,,,,,,,,,,,,,434.8,,,,,,,,8.39,,,,,,,,,,,,,,,,,
ABS020,21SWE03314,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,08/12/2021 08:36:00,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,7.25,,,,,,,,28,,,,,,,,,,,,,,438,,,,,,,,8.14,,,,,,,,,,,,,,,,,
ABS020,21SWE03315,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,08/12/2021 08:37:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,7.21,,,,,,,,11,,,,,,,,,,,,,,440.7,,,,,,,,7.79,,,,,,,,,,,,,,,,,
ABS020,21SWE03316,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,08/12/2021 08:38:00,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,7.19,,,,,,,,6,,,,,,,,,,,,,,443.2,,,,,,,,7.63,,,,,,,,,,,,,,,,,
ABS020,21SWE03317,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,08/12/2021 08:39:00,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,7.16,,,,,,,,0,,,,,,,,,,,,,,446.4,,,,,,,,7.41,,,,,,,,,,,,,,,,,
ABS020,21SWE03318,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,08/12/2021 08:40:00,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,7.13,,,,,,,,-8,,,,,,,,,,,,,,447.3,,,,,,,,7.27,,,,,,,,,,,,,,,,,
ABS020,21SWE03319,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,08/12/2021 08:41:00,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,7.12,,,,,,,,-12,,,,,,,,,,,,,,447.9,,,,,,,,7.25,,,,,,,,,,,,,,,,,
ABS020,21SWE03320,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,08/12/2021 08:42:00,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,7.11,,,,,,,,-13,,,,,,,,,,,,,,447.7,,,,,,,,7.15,,,,,,,,,,,,,,,,,
ABS020,21SWE03321,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,08/12/2021 08:43:00,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,7.1,,,,,,,,-15,,,,,,,,,,,,,,449.4,,,,,,,,7.17,,,,,,,,,,,,,,,,,
ABS020,21SWE03554,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,09/01/2021 08:45:00,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.65,,8.27,,,,,,,,464,,,,,,,,,,,,,,392.7,,,,,,,,18.07,,,,,,,,,,,,,,,,,
ABS020,21SWE03555,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,09/01/2021 08:46:00,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.62,,8.3,,,,,,,,462,,,,,,,,,,,,,,393,,,,,,,,18.09,,,,,,,,,,,,,,,,,
ABS020,21SWE03556,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,09/01/2021 08:47:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.65,,8.32,,,,,,,,460,,,,,,,,,,,,,,392.7,,,,,,,,18.06,,,,,,,,,,,,,,,,,
ABS020,21SWE03557,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,09/01/2021 08:48:00,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.66,,8.34,,,,,,,,458,,,,,,,,,,,,,,392.5,,,,,,,,18.08,,,,,,,,,,,,,,,,,
ABS020,21SWE03558,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,09/01/2021 08:49:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.59,,8.34,,,,,,,,457,,,,,,,,,,,,,,392.6,,,,,,,,18.04,,,,,,,,,,,,,,,,,
ABS020,21SWE03559,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,09/01/2021 08:50:00,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.58,,8.35,,,,,,,,457,,,,,,,,,,,,,,392.7,,,,,,,,18.04,,,,,,,,,,,,,,,,,
ABS020,21SWE03560,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,09/01/2021 08:51:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.52,,8.35,,,,,,,,456,,,,,,,,,,,,,,392.8,,,,,,,,17.99,,,,,,,,,,,,,,,,,
ABS020,21SWE03561,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,09/01/2021 08:52:00,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,,8.32,,,,,,,,456,,,,,,,,,,,,,,393,,,,,,,,17.73,,,,,,,,,,,,,,,,,
ABS020,21SWE03562,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,09/01/2021 08:53:00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.05,,8.3,,,,,,,,456,,,,,,,,,,,,,,393.5,,,,,,,,17.54,,,,,,,,,,,,,,,,,
ABS020,21SWE03563,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,09/01/2021 08:54:00,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.73,,8.26,,,,,,,,457,,,,,,,,,,,,,,392,,,,,,,,17.22,,,,,,,,,,,,,,,,,
ABS020,21SWE03564,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,09/01/2021 08:55:00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.89,,8.18,,,,,,,,458,,,,,,,,,,,,,,393.5,,,,,,,,16.83,,,,,,,,,,,,,,,,,
ABS020,21SWE03565,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,09/01/2021 08:56:00,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.57,,8.15,,,,,,,,458,,,,,,,,,,,,,,393.9,,,,,,,,16.65,,,,,,,,,,,,,,,,,
ABS020,21SWE03566,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,09/01/2021 08:57:00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.87,,8.09,,,,,,,,459,,,,,,,,,,,,,,395,,,,,,,,16.45,,,,,,,,,,,,,,,,,
ABS020,21SWE03567,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,09/01/2021 08:58:00,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,,8.05,,,,,,,,458,,,,,,,,,,,,,,394,,,,,,,,16.21,,,,,,,,,,,,,,,,,
ABS020,21SWE03568,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,09/01/2021 08:59:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75,,7.94,,,,,,,,459,,,,,,,,,,,,,,397.4,,,,,,,,15.54,,,,,,,,,,,,,,,,,
ABS020,21SWE03569,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,09/01/2021 09:00:00,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,,7.62,,,,,,,,465,,,,,,,,,,,,,,403.4,,,,,,,,14.5,,,,,,,,,,,,,,,,,
ABS020,21SWE03570,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,09/01/2021 09:01:00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,7.5,,,,,,,,469,,,,,,,,,,,,,,419.3,,,,,,,,12.75,,,,,,,,,,,,,,,,,
ABS020,21SWE03571,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,09/01/2021 09:02:00,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,7.39,,,,,,,,472,,,,,,,,,,,,,,433.1,,,,,,,,10.66,,,,,,,,,,,,,,,,,
ABS020,21SWE03572,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,09/01/2021 09:03:00,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,7.34,,,,,,,,412,,,,,,,,,,,,,,441.8,,,,,,,,9.67,,,,,,,,,,,,,,,,,
ABS020,21SWE03573,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,09/01/2021 09:04:00,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,7.29,,,,,,,,211,,,,,,,,,,,,,,446.9,,,,,,,,9.12,,,,,,,,,,,,,,,,,
ABS020,21SWE03574,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,09/01/2021 09:05:00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,7.2,,,,,,,,100,,,,,,,,,,,,,,457.4,,,,,,,,8.49,,,,,,,,,,,,,,,,,
ABS020,21SWE03575,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,09/01/2021 09:06:00,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,7.28,,,,,,,,83,,,,,,,,,,,,,,454.5,,,,,,,,8.19,,,,,,,,,,,,,,,,,
ABS020,21SWE03576,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,09/01/2021 09:07:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,7.33,,,,,,,,76,,,,,,,,,,,,,,459.8,,,,,,,,7.78,,,,,,,,,,,,,,,,,
ABS020,21SWE03577,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,09/01/2021 09:08:00,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,7.17,,,,,,,,63,,,,,,,,,,,,,,462,,,,,,,,7.62,,,,,,,,,,,,,,,,,
ABS020,21SWE03578,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,09/01/2021 09:09:00,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,7.1,,,,,,,,47,,,,,,,,,,,,,,462.3,,,,,,,,7.64,,,,,,,,,,,,,,,,,
ABS020,21SWE03579,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,09/01/2021 09:10:00,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,7.09,,,,,,,,41,,,,,,,,,,,,,,462.8,,,,,,,,7.54,,,,,,,,,,,,,,,,,
ABS020,21SWE03580,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,09/01/2021 09:11:00,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,7.08,,,,,,,,38,,,,,,,,,,,,,,462.8,,,,,,,,7.52,,,,,,,,,,,,,,,,,
ABS020,21SWE03581,SAS,BAT,05FD,1,AB05FD0370,"ARM LAKE, PROFILE",52.747830,-110.588450,0,1,122,N,,09/01/2021 09:12:00,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,7.07,,,,,,,,34,,,,,,,,,,,,,,463.5,,,,,,,,7.51,,,,,,,,,,,,,,,,,
ABS020,21SWE02965,SAS,BAT,05FA,1,AB05FA0460,"BATTLE LAKE, COMPOSITE",52.977180,-114.209480,0,13,133,N,"GPS: 52.97718, -114.20948. Wind: 3 km/h. Waves: 0 m. Very hot and calm. Lots of particles in the water (phytoplankton) but water was still quite clear (see secchi depth). Sampled with Neil C. Apparantly speed restricted on the lake to protect loons. Microcystin ID: M210085. Probe: 62981. Net: Tow",07/09/2021 09:30:00,,3.7,210,,,,0.034,,,,,,,,,250,,,,,,,,38,,40,,10,,4.5,7.6,10.5,,,0,,,1,,,8.2,,150,,L1,,6.9,L0.06,,,,,,,12,L0.004,,,,,0.11,,,,,,0.0038,L0.003,L0.0042,0.73,0.72,0,,,,8.43,,0.016,0.0059,,4,,,2.7,,,4.1,,,2.9,,,,,,24,,390,,,11,4.7,4.1,23,,,,,,,,,,230,12.68,1,,,,,,
ABS020,21SWE03200,SAS,BAT,05FA,1,AB05FA0460,"BATTLE LAKE, COMPOSITE",52.977180,-114.209480,0,13,133,N,"GPS: 52.97718, -114.20948. Wind: 9 km/h. Waves: 0.02 m. Filament like cyanobacteria noted throughtout the water surface and column. Became more abundant in the North Arm of the lake. Lake was very calm, one other boat on the water. Sediment sample taken at the profile. Microcystin ID: M210097. Probe: 62981. Net: Tow",07/26/2021 09:15:00,,7.2,180,,,,L0.015,,,,,,,,,200,,,,,,,,39,,40,,9.8,,8.6,8.4,12,,,60,,,2,,,6.2,,150,,L1,,1.1,L0.06,,,,,,,12,L0.004,,,,,0.37,,,,,,L0.003,L0.003,L0.0042,0.82,0.82,0,,,,8.46,,0.024,0.016,,4.2,,,2.1,,,3.1,,,3.9,,,,,,25,,380,,,11,4.1,4.1,15,,,,,,,,,,210,12.6,2,,,,,,
ABS020,21SWE03456,SAS,BAT,05FA,1,AB05FA0460,"BATTLE LAKE, COMPOSITE",52.977180,-114.209480,0,13,133,N,"GPS: 52.97718, -114.20948. Wind: 14 km/h W-SW. Waves: 0.1 m. Aphanizomenon plentiful throughout water column. Water was relatively clear otherwise. Microcystin ID: M210117. Probe: 62981. Net: Tow",08/19/2021 13:00:00,,5.1,200,,,,0.038,,,,,,,,,230,,,,,,,,39,,38,,9.6,,6.1,8.1,25.2,,,90,,,2,,,5,,150,,L1,,2,L0.06,,,,,,,13,L0.004,,,,,0.25,,,,,,L0.003,L0.003,L0.0042,0.86,0.86,0,,,,8.53,,0.071,0.036,,4.5,,,3.1,,,2.5,,,5.5,,,,,,27,,370,,,9.5,4.5,4.3,15,,,,,,,,,,230,12.7,2,,,,,,
ABS020,21SWE03684,SAS,BAT,05FA,1,AB05FA0460,"BATTLE LAKE, COMPOSITE",52.977180,-114.209480,0,13,133,N,"GPS: 52.97718, -114.20948. Wind: 7 km/h S-SW. Waves: 0.08 m. Cyanobacteria (Aphanizomenon) particles plentiful throughout water. Streaks on surface and particles. Some accumulation occuring near boat launch and on water surface. Globbules forming in the middle of the lake. Very calm morning. South of boat launch in the middle of the lake big globs of cyanobacteria on surface are senescing. By the end of the day, cyanobacteria is likely to be on shore at boat launch and senescing. Microcystin ID: M210150. Probe: 62981. Net: Tow",09/14/2021 08:50:00,,2.5,200,,,,0.045,,,,,,,,,240,,,,,,,,40,,41,,10,,3.1,8.6,30.9,,,20,,,2,,,6,,150,,L1,,0.13,L0.06,,,,,,,13,0.12,,,,,0.9,,,,,,0.0097,L0.003,0.0097,0.94,0.93,0,,,,8.4,,0.11,0.092,,4.6,,,3.5,,,3,,,5.8,,,,,,27,,380,,,9.2,4.4,4.4,11,,,,,,,,,,230,12.8,2,,,,,,
ABS020,21SWE02966,SAS,BAT,05FA,1,AB05FA0470,"BATTLE LAKE, PROFILE AT GREATEST DEPTH",52.977180,-114.209480,0,1,122,N,,07/09/2021 10:20:00,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.62,,8.58,,,,,,,,375,,,,,,,,,,,,,,386.5,,,,,,,,24.64,,,,,,,,,,,,,,,,,
