ProjectNumber,SampleNumber,ContinentalRiverBasinCode,RiverBasinCode,RiverSubBasinCode,StationTypeCode,StationNumber,Station,LatitudeDecimalDegrees,LongitudeDecimalDegrees,SampleMatrixCode,SampleTypeCode,CollectionCode,QCSampleFlag,SampleComment,SampleDatetime,97251 DEPTH OF SAMPLING FROM SURFACE m,1593 ALKALINITY PHENOLPHTHALEIN CACO3 mg/L,1592 ALKALINITY TOTAL CACO3 mg/L,103927 ALUMINUM DISSOLVED ug/L,103999 ALUMINUM TOTAL RECOVERABLE ug/L,2007 AMMONIA TOTAL mg/L,103951 ANTIMONY DISSOLVED ug/L,80043 ANTIMONY TOTAL RECOVERABLE ug/L,103928 ARSENIC DISSOLVED ug/L,80020 ARSENIC TOTAL RECOVERABLE ug/L,103930 BARIUM DISSOLVED ug/L,80022 BARIUM TOTAL RECOVERABLE ug/L,103931 BERYLLIUM DISSOLVED ug/L,80023 BERYLLIUM TOTAL RECOVERABLE ug/L,1594 BICARBONATE (CALCD.) mg/L,103932 BISMUTH DISSOLVED ug/L,80024 BISMUTH TOTAL RECOVERABLE ug/L,103929 BORON DISSOLVED ug/L,80021 BORON TOTAL RECOVERABLE ug/L,103934 CADMIUM DISSOLVED ug/L,80026 CADMIUM TOTAL RECOVERABLE ug/L,103933 CALCIUM DISSOLVED mg/L,20111 CALCIUM DISSOLVED/FILTERED mg/L,80025 CALCIUM TOTAL RECOVERABLE mg/L,6152 CARBON DISSOLVED INORGANIC (DIC) mg/L,6107 CARBON DISSOLVED ORGANIC mg/L,1595 CARBONATE (CALCD.) mg/L,2003 CHLORIDE DISSOLVED mg/L,103935 CHLORINE DISSOLVED mg/L,80027 CHLORINE TOTAL RECOVERABLE mg/L,99212 CHLOROPHYLL A mg/m3,103937 CHROMIUM DISSOLVED ug/L,80029 CHROMIUM TOTAL RECOVERABLE ug/L,97320 CLOUD COVER %,103936 COBALT DISSOLVED ug/L,80028 COBALT TOTAL RECOVERABLE ug/L,106257 COLOUR (VISUAL) AT SITE N/A,103938 COPPER DISSOLVED ug/L,80030 COPPER TOTAL RECOVERABLE ug/L,107206 EUPHOTIC DEPTH m,106258 FOAM (VISUAL) AT SITE N/A,10602 HARDNESS TOTAL CACO3 (CALCD.) mg/L,5155 HYDROGEN-2 (DEUTERIUM) IN WATER o/oo VSMOW,1596 HYDROXIDE (CALCD.) mg/L,106263 ICE COVER %,"106266 ICE THICKNESS, ESTIMATE m",60209 IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.) %,102090 IRON DISSOLVED mg/L,103939 IRON DISSOLVED ug/L,80031 IRON TOTAL RECOVERABLE ug/L,103949 LEAD DISSOLVED ug/L,80041 LEAD TOTAL RECOVERABLE ug/L,103942 LITHIUM DISSOLVED ug/L,80034 LITHIUM TOTAL RECOVERABLE ug/L,12111 MAGNESIUM DISSOLVED/FILTERED mg/L,102089 MANGANESE DISSOLVED mg/L,103944 MANGANESE DISSOLVED ug/L,80036 MANGANESE TOTAL RECOVERABLE ug/L,109749 MERCURY DISSOLVED ng/L,109748 MERCURY TOTAL ng/L,107108 MICROCYSTIN TOTAL ug/L,103945 MOLYBDENUM DISSOLVED ug/L,80037 MOLYBDENUM TOTAL RECOVERABLE ug/L,103947 NICKEL DISSOLVED ug/L,80039 NICKEL TOTAL RECOVERABLE ug/L,2008 NITROGEN DISSOLVED KJELDAHL (DKN) mg/L,102647 NITROGEN NITRATE mg/L,102648 NITROGEN NITRITE mg/L,102649 NITROGEN NO3 & NO2 mg/L,7602 NITROGEN TOTAL (CALCD.) mg/L,2009 NITROGEN TOTAL KJELDAHL (TKN) mg/L,106260 ODOUR APPARENT IN SAMPLE N/A,80558 OXYGEN DISSOLVED (FIELD METER) mg/L,2000 OXYGEN DISSOLVED (FIELD QC) mg/L,5154 OXYGEN-18 IN WATER o/oo VSMOW,100923 PH (FIELD) pH units,10301 PH (LAB) pH units,2013 PHOSPHORUS TOTAL (P) mg/L,2010 PHOSPHORUS TOTAL DISSOLVED mg/L,101163 PHOTOSYNTHETICALLY ACTIVE RADIATION umol/s/m2,19111 POTASSIUM DISSOLVED/FILTERED mg/L,900038 REASON FOR MISSING SAMPLE N/A,2031 REDOX POTENTIAL mV,2005 RESIDUE NONFILTERABLE mg/L,2078 SECCHI DISK TRANSPARENCY m,103952 SELENIUM DISSOLVED ug/L,80044 SELENIUM TOTAL RECOVERABLE ug/L,14106 SILICA REACTIVE mg/L,103926 SILVER DISSOLVED ug/L,103998 SILVER TOTAL RECOVERABLE ug/L,106264 SNOW COVER ON ICE %,"106267 SNOW DEPTH ON ICE, ESTIMATE m",11111 SODIUM DISSOLVED/FILTERED mg/L,100924 SPECIFIC CONDUCTANCE (FIELD) uS/cm,2041 SPECIFIC CONDUCTANCE (LAB) uS/cm,103955 STRONTIUM DISSOLVED ug/L,80047 STRONTIUM TOTAL RECOVERABLE ug/L,1599 SULPHATE DISSOLVED mg/L,125 SUM OF ANIONS meq/L,120 SUM OF CATIONS meq/L,97060 TEMPERATURE AIR deg C,100925 TEMPERATURE WATER deg C,103958 THALLIUM DISSOLVED ug/L,80053 THALLIUM TOTAL RECOVERABLE ug/L,103956 THORIUM DISSOLVED ug/L,80048 THORIUM TOTAL RECOVERABLE ug/L,103954 TIN DISSOLVED ug/L,80046 TIN TOTAL RECOVERABLE ug/L,103957 TITANIUM DISSOLVED ug/L,80049 TITANIUM TOTAL RECOVERABLE ug/L,201 TOTAL DISSOLVED SOLIDS (CALCD.) mg/L,97001 TOTAL WATER DEPTH m,106259 TURBIDITY (VISUAL) AT SITE N/A,103959 URANIUM DISSOLVED ug/L,80054 URANIUM TOTAL RECOVERABLE ug/L,103960 VANADIUM DISSOLVED ug/L,80055 VANADIUM TOTAL RECOVERABLE ug/L,103961 ZINC DISSOLVED ug/L,80056 ZINC TOTAL RECOVERABLE ug/L
ABS020,19SWE06686,SAS,RED,05CD,1,AB05CD1040,"BUFFALO LAKE (NEAR BASHAW), MAIN BASIN COMPOSITE",52.473350,-112.864780,0,13,133,N,"GPS: 52.47335. -112.86478. Wind Speed: 10 kmh. Wind Dir: W. Waves: 0.01 m. Pelicans, windy in centre but less so in shore. Lots of ducks. Microcystin ID: M190144. Probe 62897 Tow Net. QC Sample 19SWE06699 Nichols Lake",08/15/2019 09:34:00,,180,1100,,,0.047,,,,,,,,,870,,,,,,,,8.4,,,40,220,30,,,12.9,,,90,,,2,,,3.2,,370,,L1,,,0.55,0.061,,,,,,,84,L0.004,,,,,0.41,,,,,,0.0088,0.0035,0.012,2.3,2.3,0,,,,,9.18,0.041,0.02,,49,,,4,1.6,,,3.1,,,,,540,,2600,,,450,32,32,17,,,,,,,,,,1800,6.58,2,,,,,,
ABS020,19SWE05651,SAS,RED,05CD,1,AB05CD1040,"BUFFALO LAKE (NEAR BASHAW), MAIN BASIN COMPOSITE",52.473350,-112.864780,0,13,133,N,"Wind Speed: 5-0 kmh. Wind Dir: SW. Waves: <1 m. Calm day. Grebes and shorebirds. Not busy on lake. Forgot about conductivity on way down, got it on our way up. Brian and Judy Knoedel.Microcystin ID M190084. Likely a tow net but not recorded on field sheet. Redox not available due to malfunctioning equipment.",09/03/2019 10:00:00,,190,1100,,,0.044,,,,,,,,,880,,,,,,,,7.8,,,38,230,30,,,18.4,,,5,,,1,,,2.6,,310,,L1,,,5.8,0.1,,,,,,,70,L0.004,,,,,0.39,,,,,,L0.003,L0.003,L0.0042,2.6,2.6,1,,,,,9.26,0.04,0.0095,,40,,,10,1.3,,,3.3,,,,,490,,2700,,,420,32,28,20,,,,,,,,,,1700,6.9,1,,,,,,
ABS020,19SWE06687,SAS,RED,05CD,1,AB05CD1030,"BUFFALO LAKE (NEAR BASHAW), MAIN BASIN PROFILE AT CENTRE",52.473350,-112.864780,0,1,122,N,,08/15/2019 09:15:00,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,8.83,,,,,,,148,,,,,,,,,,,2702,,,,,,,,18.39,,,,,,,,,,,,,,,,,
ABS020,19SWE06688,SAS,RED,05CD,1,AB05CD1030,"BUFFALO LAKE (NEAR BASHAW), MAIN BASIN PROFILE AT CENTRE",52.473350,-112.864780,0,1,122,N,,08/15/2019 09:16:00,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.03,,,8.84,,,,,,,145,,,,,,,,,,,2702,,,,,,,,18.4,,,,,,,,,,,,,,,,,
ABS020,19SWE06689,SAS,RED,05CD,1,AB05CD1030,"BUFFALO LAKE (NEAR BASHAW), MAIN BASIN PROFILE AT CENTRE",52.473350,-112.864780,0,1,122,N,,08/15/2019 09:17:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.04,,,8.84,,,,,,,144,,,,,,,,,,,2702,,,,,,,,18.4,,,,,,,,,,,,,,,,,
ABS020,19SWE06690,SAS,RED,05CD,1,AB05CD1030,"BUFFALO LAKE (NEAR BASHAW), MAIN BASIN PROFILE AT CENTRE",52.473350,-112.864780,0,1,122,N,,08/15/2019 09:18:00,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.03,,,8.84,,,,,,,142,,,,,,,,,,,2705,,,,,,,,18.41,,,,,,,,,,,,,,,,,
ABS020,19SWE06691,SAS,RED,05CD,1,AB05CD1030,"BUFFALO LAKE (NEAR BASHAW), MAIN BASIN PROFILE AT CENTRE",52.473350,-112.864780,0,1,122,N,,08/15/2019 09:19:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.05,,,8.85,,,,,,,141,,,,,,,,,,,2702,,,,,,,,18.41,,,,,,,,,,,,,,,,,
ABS020,19SWE06692,SAS,RED,05CD,1,AB05CD1030,"BUFFALO LAKE (NEAR BASHAW), MAIN BASIN PROFILE AT CENTRE",52.473350,-112.864780,0,1,122,N,,08/15/2019 09:20:00,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.05,,,8.85,,,,,,,140,,,,,,,,,,,2701,,,,,,,,18.4,,,,,,,,,,,,,,,,,
ABS020,19SWE06693,SAS,RED,05CD,1,AB05CD1030,"BUFFALO LAKE (NEAR BASHAW), MAIN BASIN PROFILE AT CENTRE",52.473350,-112.864780,0,1,122,N,,08/15/2019 09:21:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.07,,,8.85,,,,,,,139,,,,,,,,,,,2701,,,,,,,,18.42,,,,,,,,,,,,,,,,,
ABS020,19SWE06694,SAS,RED,05CD,1,AB05CD1030,"BUFFALO LAKE (NEAR BASHAW), MAIN BASIN PROFILE AT CENTRE",52.473350,-112.864780,0,1,122,N,,08/15/2019 09:22:00,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.96,,,8.86,,,,,,,138,,,,,,,,,,,2701,,,,,,,,18.41,,,,,,,,,,,,,,,,,
ABS020,19SWE06695,SAS,RED,05CD,1,AB05CD1030,"BUFFALO LAKE (NEAR BASHAW), MAIN BASIN PROFILE AT CENTRE",52.473350,-112.864780,0,1,122,N,,08/15/2019 09:23:00,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.96,,,8.86,,,,,,,137,,,,,,,,,,,2702,,,,,,,,18.41,,,,,,,,,,,,,,,,,
ABS020,19SWE06696,SAS,RED,05CD,1,AB05CD1030,"BUFFALO LAKE (NEAR BASHAW), MAIN BASIN PROFILE AT CENTRE",52.473350,-112.864780,0,1,122,N,,08/15/2019 09:24:00,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.75,,,8.87,,,,,,,135,,,,,,,,,,,2702,,,,,,,,18.4,,,,,,,,,,,,,,,,,
ABS020,19SWE06697,SAS,RED,05CD,1,AB05CD1030,"BUFFALO LAKE (NEAR BASHAW), MAIN BASIN PROFILE AT CENTRE",52.473350,-112.864780,0,1,122,N,,08/15/2019 09:25:00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.96,,,8.87,,,,,,,134,,,,,,,,,,,2702,,,,,,,,18.41,,,,,,,,,,,,,,,,,
ABS020,19SWE06698,SAS,RED,05CD,1,AB05CD1030,"BUFFALO LAKE (NEAR BASHAW), MAIN BASIN PROFILE AT CENTRE",52.473350,-112.864780,0,1,122,N,,08/15/2019 09:26:00,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.98,,,8.87,,,,,,,133,,,,,,,,,,,2704,,,,,,,,18.43,,,,,,,,,,,,,,,,,
ABS020,19SWE05652,SAS,RED,05CD,1,AB05CD1030,"BUFFALO LAKE (NEAR BASHAW), MAIN BASIN PROFILE AT CENTRE",52.473350,-112.864780,0,1,122,N,Redox not available due to malfunctioning equipment.,09/03/2019 09:41:00,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.73,,,8.59,,,,,,,,,,,,,,,,,,2313,,,,,,,,16.07,,,,,,,,,,,,,,,,,
ABS020,19SWE05653,SAS,RED,05CD,1,AB05CD1030,"BUFFALO LAKE (NEAR BASHAW), MAIN BASIN PROFILE AT CENTRE",52.473350,-112.864780,0,1,122,N,,09/03/2019 09:42:00,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.75,,,8.58,,,,,,,,,,,,,,,,,,2327,,,,,,,,16.08,,,,,,,,,,,,,,,,,
ABS020,19SWE05654,SAS,RED,05CD,1,AB05CD1030,"BUFFALO LAKE (NEAR BASHAW), MAIN BASIN PROFILE AT CENTRE",52.473350,-112.864780,0,1,122,N,,09/03/2019 09:43:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.79,,,8.6,,,,,,,,,,,,,,,,,,2722,,,,,,,,16.03,,,,,,,,,,,,,,,,,
ABS020,19SWE05655,SAS,RED,05CD,1,AB05CD1030,"BUFFALO LAKE (NEAR BASHAW), MAIN BASIN PROFILE AT CENTRE",52.473350,-112.864780,0,1,122,N,,09/03/2019 09:44:00,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.77,,,8.61,,,,,,,,,,,,,,,,,,2721,,,,,,,,16.03,,,,,,,,,,,,,,,,,
ABS020,19SWE05656,SAS,RED,05CD,1,AB05CD1030,"BUFFALO LAKE (NEAR BASHAW), MAIN BASIN PROFILE AT CENTRE",52.473350,-112.864780,0,1,122,N,,09/03/2019 09:45:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.76,,,8.62,,,,,,,,,,,,,,,,,,2723,,,,,,,,16,,,,,,,,,,,,,,,,,
ABS020,19SWE05657,SAS,RED,05CD,1,AB05CD1030,"BUFFALO LAKE (NEAR BASHAW), MAIN BASIN PROFILE AT CENTRE",52.473350,-112.864780,0,1,122,N,,09/03/2019 09:46:00,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.74,,,8.63,,,,,,,,,,,,,,,,,,2723,,,,,,,,15.97,,,,,,,,,,,,,,,,,
ABS020,19SWE05658,SAS,RED,05CD,1,AB05CD1030,"BUFFALO LAKE (NEAR BASHAW), MAIN BASIN PROFILE AT CENTRE",52.473350,-112.864780,0,1,122,N,,09/03/2019 09:47:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.68,,,8.64,,,,,,,,,,,,,,,,,,2724,,,,,,,,15.96,,,,,,,,,,,,,,,,,
ABS020,19SWE05659,SAS,RED,05CD,1,AB05CD1030,"BUFFALO LAKE (NEAR BASHAW), MAIN BASIN PROFILE AT CENTRE",52.473350,-112.864780,0,1,122,N,,09/03/2019 09:48:00,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.66,,,8.64,,,,,,,,,,,,,,,,,,2723,,,,,,,,15.92,,,,,,,,,,,,,,,,,
ABS020,19SWE05660,SAS,RED,05CD,1,AB05CD1030,"BUFFALO LAKE (NEAR BASHAW), MAIN BASIN PROFILE AT CENTRE",52.473350,-112.864780,0,1,122,N,,09/03/2019 09:49:00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.63,,,8.65,,,,,,,,,,,,,,,,,,2722,,,,,,,,15.91,,,,,,,,,,,,,,,,,
ABS020,19SWE05661,SAS,RED,05CD,1,AB05CD1030,"BUFFALO LAKE (NEAR BASHAW), MAIN BASIN PROFILE AT CENTRE",52.473350,-112.864780,0,1,122,N,,09/03/2019 09:50:00,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.53,,,8.66,,,,,,,,,,,,,,,,,,2723,,,,,,,,15.87,,,,,,,,,,,,,,,,,
ABS020,19SWE05662,SAS,RED,05CD,1,AB05CD1030,"BUFFALO LAKE (NEAR BASHAW), MAIN BASIN PROFILE AT CENTRE",52.473350,-112.864780,0,1,122,N,,09/03/2019 09:51:00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.48,,,8.69,,,,,,,,,,,,,,,,,,2723,,,,,,,,15.87,,,,,,,,,,,,,,,,,
ABS020,19SWE05663,SAS,RED,05CD,1,AB05CD1030,"BUFFALO LAKE (NEAR BASHAW), MAIN BASIN PROFILE AT CENTRE",52.473350,-112.864780,0,1,122,N,,09/03/2019 09:52:00,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.49,,,8.71,,,,,,,,,,,,,,,,,,2724,,,,,,,,15.86,,,,,,,,,,,,,,,,,
ABS020,19SWE05664,SAS,RED,05CD,1,AB05CD1030,"BUFFALO LAKE (NEAR BASHAW), MAIN BASIN PROFILE AT CENTRE",52.473350,-112.864780,0,1,122,N,,09/03/2019 09:53:00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,,8.73,,,,,,,,,,,,,,,,,,2721,,,,,,,,15.86,,,,,,,,,,,,,,,,,
ABS020,19SWE05665,SAS,RED,05CD,1,AB05CD1030,"BUFFALO LAKE (NEAR BASHAW), MAIN BASIN PROFILE AT CENTRE",52.473350,-112.864780,0,1,122,N,,09/03/2019 09:54:00,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.43,,,8.75,,,,,,,,,,,,,,,,,,2721,,,,,,,,15.85,,,,,,,,,,,,,,,,,
ABS142,19SWL91101,SAS,SSA,05AH,5,AB05AH0190,"BULLSHEAD CREEK RESERVOIR, PROFILE",49.677110,-110.508930,0,1,16,N,top grab. No field sheet/field readings/profiles,10/23/2019 13:28:00,,25,300,,,0.049,,,,,,,,,310,,,,,,,,81,,68,20,30,10,,,,,,,,,,,,,,570,,L1,,,0.2,0.13,,,,,,,89,L0.004,,,,,,,,,,,L0.003,L0.003,L0.0042,1.9,1.9,,,,,,8.8,0.26,0.084,,25,,,24,,,,2.7,,,,,300,,2200,,,890,25,25,,,,,,,,,,,1600,,,,,,,,
ABS142,19SWL82303,SAS,SSA,05AH,5,AB05AH0190,"BULLSHEAD CREEK RESERVOIR, PROFILE",49.677110,-110.508930,0,1,122,N,,12/16/2019 13:00:00,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83,,,8.64,,,,,,,,,,,,,,,,,,2383,,,,,,,,1.13,,,,,,,,,,,,,,,,,
ABS142,19SWL82304,SAS,SSA,05AH,5,AB05AH0190,"BULLSHEAD CREEK RESERVOIR, PROFILE",49.677110,-110.508930,0,1,122,N,,12/16/2019 13:04:00,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.44,,,8.64,,,,,,,,,,,,,,,,,,2378,,,,,,,,1.3,,,,,,,,,,,,,,,,,
ABS142,19SWL82305,SAS,SSA,05AH,5,AB05AH0190,"BULLSHEAD CREEK RESERVOIR, PROFILE",49.677110,-110.508930,0,1,17,N,top grab. Sampled Water Quality at the deployed sonde location. Sampled from drilled hole in ice.,12/16/2019 13:08:00,1,10,320,,,0.39,,,,,,,,,360,,,,,,,,92,,68,20,12,11,,,,,,10,,,2,,,,0,680,,L1,,,4,L0.06,,,,,,,110,0.048,,,,,,,,,,,0.056,0.025,0.081,2.5,2.4,0,5.12,,,8.64,8.52,0.31,0.27,,28,,,12,0.57,,,5.7,,,,,350,2371,2400,,,990,27,29,-11,1.49,,,,,,,,,1800,6,3,,,,,,
ABS142,19SWL82306,SAS,SSA,05AH,5,AB05AH0190,"BULLSHEAD CREEK RESERVOIR, PROFILE",49.677110,-110.508930,0,1,122,N,,12/16/2019 13:12:00,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53,,,8.63,,,,,,,,,,,,,,,,,,2361,,,,,,,,1.97,,,,,,,,,,,,,,,,,
ABS142,19SWL82307,SAS,SSA,05AH,5,AB05AH0190,"BULLSHEAD CREEK RESERVOIR, PROFILE",49.677110,-110.508930,0,1,122,N,,12/16/2019 13:17:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.85,,,8.61,,,,,,,,,,,,,,,,,,2358,,,,,,,,2.43,,,,,,,,,,,,,,,,,
ABS142,19SWL82308,SAS,SSA,05AH,5,AB05AH0190,"BULLSHEAD CREEK RESERVOIR, PROFILE",49.677110,-110.508930,0,1,122,N,,12/16/2019 13:21:00,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07,,,8.58,,,,,,,,,,,,,,,,,,2344,,,,,,,,2.83,,,,,,,,,,,,,,,,,
ABS142,19SWL82309,SAS,SSA,05AH,5,AB05AH0190,"BULLSHEAD CREEK RESERVOIR, PROFILE",49.677110,-110.508930,0,1,122,N,,12/16/2019 13:26:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,,8.49,,,,,,,,,,,,,,,,,,2339,,,,,,,,3.31,,,,,,,,,,,,,,,,,
ABS142,19SWL82310,SAS,SSA,05AH,5,AB05AH0190,"BULLSHEAD CREEK RESERVOIR, PROFILE",49.677110,-110.508930,0,1,122,N,,12/16/2019 13:31:00,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,,,8.51,,,,,,,,,,,,,,,,,,2360,,,,,,,,3.02,,,,,,,,,,,,,,,,,
ABS142,19SWL82311,SAS,SSA,05AH,5,AB05AH0190,"BULLSHEAD CREEK RESERVOIR, PROFILE",49.677110,-110.508930,0,1,122,N,,12/16/2019 13:35:00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,,,8.51,,,,,,,,,,,,,,,,,,2370,,,,,,,,2.88,,,,,,,,,,,,,,,,,
ABS142,19SWL82312,SAS,SSA,05AH,5,AB05AH0190,"BULLSHEAD CREEK RESERVOIR, PROFILE",49.677110,-110.508930,0,1,122,N,,12/16/2019 13:38:00,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,,,8.48,,,,,,,,,,,,,,,,,,2376,,,,,,,,2.96,,,,,,,,,,,,,,,,,
ABS142,19SWL82313,SAS,SSA,05AH,5,AB05AH0190,"BULLSHEAD CREEK RESERVOIR, PROFILE",49.677110,-110.508930,0,1,17,N,bottom grab,12/16/2019 13:43:00,5,5.1,320,,,0.57,,,,,,,,,370,,,,,,,,92,,71,21,6.1,11,,,,,,,,,,,,,,680,,L1,,,4.2,L0.06,,,,,,,110,0.3,,,,,,,,,,,0.041,0.017,0.058,2.4,2.3,,0.67,,,8.43,8.4,0.63,0.52,,28,,,20,,,,8.5,,,,,350,2382,2400,,,980,27,29,,3.11,,,,,,,,,1800,,,,,,,,
ABS142,19SWL82314,SAS,SSA,05AH,5,AB05AH0190,"BULLSHEAD CREEK RESERVOIR, PROFILE",49.677110,-110.508930,0,1,122,N,,12/16/2019 13:47:00,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,8.4,,,,,,,,,,,,,,,,,,2395,,,,,,,,3.28,,,,,,,,,,,,,,,,,
ABS020,19SWE05344,MAC,ATH,07CB,1,AB07CB0780,"CALLING LAKE, COMPOSITE",55.224470,-113.282070,0,13,133,N,GPS: 55.23231. -113.28538. Wind Speed: 10 kmh. Wind Dir: NW. Waves: 0.1-0.3 m. Jack and pickerel and perch. pelicans and ducks. Very limited activity. 0.1-2.5 on DIL163. Rest on CAL166. Sun came out around noon. 2-3 fishing boats. Probe didn't read 0.1 m depth. Microcystin ID: M190065. Probe 60443. Tow Net. Tow Net.,06/15/2019 09:00:00,,L1,96,,,L0.015,,,,,,,,,120,,,,,,,,28,,,11,L1,3.5,,,8,,,90,,,1,,,5.2,,100,,L1,,,5.8,L0.06,,,,,,,7.5,L0.004,,,,,0.14,,,,,,L0.003,L0.003,L0.0042,0.62,0.62,0,,,,,8.33,0.018,L0.003,,2.1,,,2.7,2.6,,,0.13,,,,,6.5,,190,,,2.9,2.1,2.3,18,,,,,,,,,,110,17.87,1,,,,,,
