ProjectNumber,SampleNumber,ContinentalRiverBasinCode,RiverBasinCode,RiverSubBasinCode,StationTypeCode,StationNumber,Station,LatitudeDecimalDegrees,LongitudeDecimalDegrees,SampleMatrixCode,SampleTypeCode,CollectionCode,QCSampleFlag,SampleComment,SampleDatetime,97251 DEPTH OF SAMPLING FROM SURFACE m,1593 ALKALINITY PHENOLPHTHALEIN CACO3 mg/L,1592 ALKALINITY TOTAL CACO3 mg/L,103927 ALUMINUM DISSOLVED ug/L,103999 ALUMINUM TOTAL RECOVERABLE ug/L,2007 AMMONIA TOTAL mg/L,103951 ANTIMONY DISSOLVED ug/L,80043 ANTIMONY TOTAL RECOVERABLE ug/L,103928 ARSENIC DISSOLVED ug/L,80020 ARSENIC TOTAL RECOVERABLE ug/L,103930 BARIUM DISSOLVED ug/L,80022 BARIUM TOTAL RECOVERABLE ug/L,103931 BERYLLIUM DISSOLVED ug/L,80023 BERYLLIUM TOTAL RECOVERABLE ug/L,1594 BICARBONATE (CALCD.) mg/L,103932 BISMUTH DISSOLVED ug/L,80024 BISMUTH TOTAL RECOVERABLE ug/L,103929 BORON DISSOLVED ug/L,80021 BORON TOTAL RECOVERABLE ug/L,103934 CADMIUM DISSOLVED ug/L,80026 CADMIUM TOTAL RECOVERABLE ug/L,103933 CALCIUM DISSOLVED mg/L,20111 CALCIUM DISSOLVED/FILTERED mg/L,80025 CALCIUM TOTAL RECOVERABLE mg/L,104311 CARBON DISSOLVED INORGANIC (DIC) mg/L,6152 CARBON DISSOLVED INORGANIC (DIC) mg/L,6107 CARBON DISSOLVED ORGANIC mg/L,22214 CARBON TOTAL ORGANIC (TOC) mg/L,1595 CARBONATE (CALCD.) mg/L,2003 CHLORIDE DISSOLVED mg/L,103935 CHLORINE DISSOLVED mg/L,80027 CHLORINE TOTAL RECOVERABLE mg/L,99212 CHLOROPHYLL A mg/m3,103937 CHROMIUM DISSOLVED ug/L,80029 CHROMIUM TOTAL RECOVERABLE ug/L,97320 CLOUD COVER %,103936 COBALT DISSOLVED ug/L,80028 COBALT TOTAL RECOVERABLE ug/L,106257 COLOUR (VISUAL) AT SITE N/A,22213 COLOUR TRUE CU,103938 COPPER DISSOLVED ug/L,80030 COPPER TOTAL RECOVERABLE ug/L,107206 EUPHOTIC DEPTH m,9105 FLUORIDE DISSOLVED mg/L,106258 FOAM (VISUAL) AT SITE N/A,10602 HARDNESS TOTAL CACO3 (CALCD.) mg/L,5155 HYDROGEN-2 (DEUTERIUM) IN WATER o/oo VSMOW,1596 HYDROXIDE (CALCD.) mg/L,60209 IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.) %,102090 IRON DISSOLVED mg/L,103939 IRON DISSOLVED ug/L,80031 IRON TOTAL RECOVERABLE ug/L,103949 LEAD DISSOLVED ug/L,80041 LEAD TOTAL RECOVERABLE ug/L,103942 LITHIUM DISSOLVED ug/L,80034 LITHIUM TOTAL RECOVERABLE ug/L,12111 MAGNESIUM DISSOLVED/FILTERED mg/L,102089 MANGANESE DISSOLVED mg/L,103944 MANGANESE DISSOLVED ug/L,80036 MANGANESE TOTAL RECOVERABLE ug/L,109749 MERCURY DISSOLVED ng/L,109748 MERCURY TOTAL ng/L,107108 MICROCYSTIN TOTAL ug/L,103945 MOLYBDENUM DISSOLVED ug/L,80037 MOLYBDENUM TOTAL RECOVERABLE ug/L,103947 NICKEL DISSOLVED ug/L,80039 NICKEL TOTAL RECOVERABLE ug/L,2008 NITROGEN DISSOLVED KJELDAHL (DKN) mg/L,102647 NITROGEN NITRATE mg/L,102648 NITROGEN NITRITE mg/L,102649 NITROGEN NO3 & NO2 mg/L,7602 NITROGEN TOTAL (CALCD.) mg/L,2009 NITROGEN TOTAL KJELDAHL (TKN) mg/L,106260 ODOUR APPARENT IN SAMPLE N/A,80558 OXYGEN DISSOLVED (FIELD METER) mg/L,5154 OXYGEN-18 IN WATER o/oo VSMOW,100923 PH (FIELD) pH units,10301 PH (LAB) pH units,2014 PHOSPHATE DISSOLVED ORTHO mg/L,2013 PHOSPHORUS TOTAL (P) mg/L,2010 PHOSPHORUS TOTAL DISSOLVED mg/L,101163 PHOTOSYNTHETICALLY ACTIVE RADIATION umol/s/m2,19111 POTASSIUM DISSOLVED/FILTERED mg/L,900038 REASON FOR MISSING SAMPLE N/A,2031 REDOX POTENTIAL mV,2004 RESIDUE FILTERABLE mg/L,2005 RESIDUE NONFILTERABLE mg/L,2078 SECCHI DISK TRANSPARENCY m,103952 SELENIUM DISSOLVED ug/L,80044 SELENIUM TOTAL RECOVERABLE ug/L,14106 SILICA REACTIVE mg/L,103926 SILVER DISSOLVED ug/L,103998 SILVER TOTAL RECOVERABLE ug/L,11111 SODIUM DISSOLVED/FILTERED mg/L,100924 SPECIFIC CONDUCTANCE (FIELD) uS/cm,2041 SPECIFIC CONDUCTANCE (LAB) uS/cm,103955 STRONTIUM DISSOLVED ug/L,80047 STRONTIUM TOTAL RECOVERABLE ug/L,1599 SULPHATE DISSOLVED mg/L,125 SUM OF ANIONS meq/L,120 SUM OF CATIONS meq/L,97060 TEMPERATURE AIR deg C,100925 TEMPERATURE WATER deg C,103958 THALLIUM DISSOLVED ug/L,80053 THALLIUM TOTAL RECOVERABLE ug/L,103956 THORIUM DISSOLVED ug/L,80048 THORIUM TOTAL RECOVERABLE ug/L,103954 TIN DISSOLVED ug/L,80046 TIN TOTAL RECOVERABLE ug/L,103957 TITANIUM DISSOLVED ug/L,80049 TITANIUM TOTAL RECOVERABLE ug/L,201 TOTAL DISSOLVED SOLIDS (CALCD.) mg/L,97001 TOTAL WATER DEPTH m,2002 TURBIDITY NTU,106259 TURBIDITY (VISUAL) AT SITE N/A,103959 URANIUM DISSOLVED ug/L,80054 URANIUM TOTAL RECOVERABLE ug/L,103960 VANADIUM DISSOLVED ug/L,80055 VANADIUM TOTAL RECOVERABLE ug/L,103961 ZINC DISSOLVED ug/L,80056 ZINC TOTAL RECOVERABLE ug/L
ABS020,20SWE10145,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,07/29/2020 10:03:00,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,,,,,,,,,,,,,,,,,,
ABS020,20SWE10146,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,07/29/2020 10:04:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,,,
ABS020,20SWE10147,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,07/29/2020 10:05:00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,,
ABS020,20SWE10148,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,07/29/2020 10:06:00,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,,
ABS020,20SWE10149,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,07/29/2020 10:07:00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,,
ABS020,20SWE10151,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,07/29/2020 10:09:00,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,,,,,,,,,,,,,,,
ABS020,20SWE10253,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,08/27/2020 09:50:00,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,,7.88,,,,,,,,,,,,,,,,,,619,,,,,,,,19.2,,,,,,,,,,,,,,,,,,
ABS020,20SWE10255,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,08/27/2020 09:52:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,,7.87,,,,,,,,,,,,,,,,,,618,,,,,,,,19.3,,,,,,,,,,,,,,,,,,
ABS020,20SWE10256,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,08/27/2020 09:53:00,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,7.88,,,,,,,,,,,,,,,,,,618,,,,,,,,19.2,,,,,,,,,,,,,,,,,,
ABS020,20SWE10257,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,08/27/2020 09:54:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,,7.89,,,,,,,,,,,,,,,,,,617,,,,,,,,19.2,,,,,,,,,,,,,,,,,,
ABS020,20SWE10258,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,08/27/2020 09:55:00,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,7.87,,,,,,,,,,,,,,,,,,617,,,,,,,,19.2,,,,,,,,,,,,,,,,,,
ABS020,20SWE10259,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,08/27/2020 09:56:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,7.71,,,,,,,,,,,,,,,,,,621,,,,,,,,18.5,,,,,,,,,,,,,,,,,,
ABS020,20SWE10260,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,08/27/2020 09:57:00,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,7.31,,,,,,,,,,,,,,,,,,763,,,,,,,,17.3,,,,,,,,,,,,,,,,,,
ABS020,20SWE10261,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,08/27/2020 09:58:00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,7.27,,,,,,,,,,,,,,,,,,783,,,,,,,,14,,,,,,,,,,,,,,,,,,
ABS020,20SWE10262,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,08/27/2020 09:59:00,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,7.26,,,,,,,,,,,,,,,,,,786,,,,,,,,11,,,,,,,,,,,,,,,,,,
ABS020,20SWE10263,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,08/27/2020 10:00:00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,7.24,,,,,,,,,,,,,,,,,,790,,,,,,,,8.7,,,,,,,,,,,,,,,,,,
ABS020,20SWE10264,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,08/27/2020 10:01:00,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,7.22,,,,,,,,,,,,,,,,,,801,,,,,,,,7,,,,,,,,,,,,,,,,,,
ABS020,20SWE10265,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,08/27/2020 10:02:00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,7.2,,,,,,,,,,,,,,,,,,813,,,,,,,,5.9,,,,,,,,,,,,,,,,,,
ABS020,20SWE10266,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,08/27/2020 10:03:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,7.17,,,,,,,,,,,,,,,,,,829,,,,,,,,5,,,,,,,,,,,,,,,,,,
ABS020,20SWE10267,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,08/27/2020 10:04:00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,7.11,,,,,,,,,,,,,,,,,,856,,,,,,,,4.6,,,,,,,,,,,,,,,,,,
ABS020,20SWE10268,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,08/27/2020 10:05:00,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,7.08,,,,,,,,,,,,,,,,,,878,,,,,,,,4.4,,,,,,,,,,,,,,,,,,
ABS020,20SWE10269,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,08/27/2020 10:06:00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,7.07,,,,,,,,,,,,,,,,,,889,,,,,,,,4.4,,,,,,,,,,,,,,,,,,
ABS020,20SWE10270,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,08/27/2020 10:07:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,7.04,,,,,,,,,,,,,,,,,,901,,,,,,,,4.4,,,,,,,,,,,,,,,,,,
ABS020,20SWE10271,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,08/27/2020 10:08:00,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,7.06,,,,,,,,,,,,,,,,,,907,,,,,,,,4.5,,,,,,,,,,,,,,,,,,
ABS020,20SWE10272,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,08/27/2020 10:09:00,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,7.06,,,,,,,,,,,,,,,,,,917,,,,,,,,4.5,,,,,,,,,,,,,,,,,,
ABS020,20SWE10254,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,16,N,Metals collected at 0.5m,08/27/2020 10:29:00,0.5,,,,2.9,,,0.046,,0.6,,31.8,,L0.003,,,L0.003,,90.6,,L0.01,,,59.9,,,,,,,,2.13,,,L0.1,,,0.03,,,,0.21,,,,,,,,,,6.9,,0.014,,34.8,,,,23.3,,,,,0.082,,0.23,,,,,,,,6.2,,7.87,,,,,,,,,,,,,0.2,,,L0.001,,619,,,665,,,,,19.3,,L0.002,,L0.002,,L0.06,,1.01,,,,,,0.35,,0.094,,1.6
ABS020,20SWE10275,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,09/17/2020 09:15:00,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,
ABS020,20SWE10276,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,09/17/2020 09:16:00,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,
ABS020,20SWE10277,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,09/17/2020 09:17:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,
ABS020,20SWE10278,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,09/17/2020 09:18:00,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,
ABS020,20SWE10279,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,09/17/2020 09:19:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,
ABS020,20SWE10280,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,09/17/2020 09:20:00,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,,,,,,,,,,,,,,,,,,
ABS020,20SWE10281,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,09/17/2020 09:21:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,,,,,,,,,,,,,,,,,,
ABS020,20SWE10282,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,09/17/2020 09:22:00,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,,,,,,,,,,,,,,,,,,
ABS020,20SWE10283,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,09/17/2020 09:23:00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,,,,,,,,,
ABS020,20SWE10284,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,09/17/2020 09:24:00,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,,,,,,,,,,,,,,,,,,
ABS020,20SWE10285,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,09/17/2020 09:25:00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,,,,,,,,,,,,,,,,,,
ABS020,20SWE10286,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,09/17/2020 09:26:00,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,
ABS020,20SWE10287,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,09/17/2020 09:27:00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,,
ABS020,20SWE10288,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,09/17/2020 09:28:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,,,,,,,,,,,,,,,,,,
ABS020,20SWE10289,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,09/17/2020 09:29:00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,,
ABS020,20SWE10290,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,09/17/2020 09:30:00,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,
ABS020,20SWE10291,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,09/17/2020 09:31:00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,
ABS020,20SWE10292,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,09/17/2020 09:32:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,
ABS020,20SWE10293,SAS,NSA,05EA,1,AB05EA1780,"UNNAMED (IDANO) LAKE, PROFILE",53.605280,-114.022780,0,1,122,N,,09/17/2020 09:33:00,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,
ABS019,20SWE03496,SAS,BOW,05BF,5,AB05BF0160,"UPPER KANANASKIS LAKE, COMPOSITE",50.616670,-115.150000,0,13,133,N,"GPS: 50.61186, -115.16298. Wind: 17 km/hr SW. Waves: 0.4m. Surveyor died at 13.5m, did comp sites while it charged then returned to profile. Lost connection at 70m and could not continue but depth finder said bottom=100m (verified accuracy with tape and weight at shallower depth). Comp jug didn't hold 10m x 10 sites so had to shake jug and pour some out after 8 sites. Microsystin ID: M200174. Probe: 60444. Net: Wisconsin",06/25/2020 15:45:00,,L1,85,,,L0.015,,,,,,,,,100,,,,,,,,32,,,,0.58,,L1,1.2,,,1.8,,,10,,,2,,,,13,,,100,,L1,3.5,L0.06,,,,,,,5.5,0.0042,,,,,L0.1,,,,,,0.14,L0.003,0.14,0.3,0.16,0,,,,8.08,,L0.003,L0.003,,L0.3,,,,1.3,6.5,,,2.3,,,0.84,,200,,,10,2,2.1,15,,,,,,,,,,100,100,,1,,,,,,
